alert_id,timestamp,route_id,trip_id,risk_level,risk_score,alert_title,summary,key_findings,evidence,affected_route,affected_trip,affected_segment,estimated_revenue_impact_inr,confidence,recommended_action,dominant_explanation_type,status,version
ALT-2FB86BBB3C30,2026-08-31T04:21:56.080217+00:00,1324,10109,SUSPICIOUS,0.7923,Localized Segment Discrepancy Alert — Route 1324,Graph analysis localized a concentrated revenue and passenger deficit along 22645_PF3 -> 21173 (Seq 1-37) with 99.0% spatial confidence (estimated impact: ₹595.91).,"['Expected Revenue: ₹754.91 | Reported Revenue: ₹159.00 (Deficit: ₹595.91, 78.9%)', 'Expected Passengers: 64 | Reported Passengers: 14 (Difference: 50, 78.0%)', 'Multi-factor Risk Score: 0.7923 (SUSPICIOUS)', 'Statistical Isolation Anomaly Score: 0.9856', 'Graph Discrepancy Localized Subpath: 22645_PF3 -> 21173 (Seq 1-37) (Confidence: 0.99)']","{'expected_passengers': 63.5, 'reported_passengers': 14.0, 'passenger_difference': 49.5, 'passenger_pct_difference': 77.97, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 159.0, 'revenue_difference_inr': 595.91, 'revenue_pct_difference': 78.94, 'anomaly_score': 0.9856, 'risk_score': 0.7923, 'localization_confidence': 0.99, 'localized_subpath': '22645_PF3 -> 21173 (Seq 1-37)', 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10109,22645_PF3 -> 21173 (Seq 1-37),595.91,0.99,Audit trip ticketing logs and conductor waypoint reconciliations for Trip 10109 on Route 1324.,SEGMENT_ANOMALY,OPEN,1.0.0
ALT-CF52DF0F0056,2026-08-31T04:21:56.080322+00:00,999,1011,NORMAL,0.2605,Nominal Operating Status — Route 999,Trip 1011 operates within nominal baseline parameters (risk score 0.26).,"['Expected Revenue: ₹648.01 | Reported Revenue: ₹611.00 (Deficit: ₹37.01, 5.7%)', 'Expected Passengers: 60 | Reported Passengers: 57 (Difference: 3, 5.1%)', 'Multi-factor Risk Score: 0.2605 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9739']","{'expected_passengers': 60.1, 'reported_passengers': 57.0, 'passenger_difference': 3.1, 'passenger_pct_difference': 5.12, 'expected_revenue_inr': 648.01, 'reported_revenue_inr': 611.0, 'revenue_difference_inr': 37.01, 'revenue_pct_difference': 5.71, 'anomaly_score': 0.9739, 'risk_score': 0.2605, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",999,1011,,37.01,0.9739,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-DA778C4A6F15,2026-08-31T04:21:56.080395+00:00,1324,10110,NORMAL,0.2407,Nominal Operating Status — Route 1324,Trip 10110 operates within nominal baseline parameters (risk score 0.24).,"['Expected Revenue: ₹834.00 | Reported Revenue: ₹834.00 (Deficit: ₹0.00, 0.0%)', 'Expected Passengers: 66 | Reported Passengers: 66 (Difference: 0, 0.0%)', 'Multi-factor Risk Score: 0.2407 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9626']","{'expected_passengers': 66.0, 'reported_passengers': 66.0, 'passenger_difference': 0.0, 'passenger_pct_difference': 0.0, 'expected_revenue_inr': 834.0, 'reported_revenue_inr': 834.0, 'revenue_difference_inr': 0.0, 'revenue_pct_difference': 0.0, 'anomaly_score': 0.9626, 'risk_score': 0.2407, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10110,,0.0,0.9626,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-B491CD47CED8,2026-08-31T04:21:56.080460+00:00,1324,10111,NORMAL,0.2418,Nominal Operating Status — Route 1324,Trip 10111 operates within nominal baseline parameters (risk score 0.24).,"['Expected Revenue: ₹869.00 | Reported Revenue: ₹869.00 (Deficit: ₹0.00, 0.0%)', 'Expected Passengers: 68 | Reported Passengers: 68 (Difference: 0, 0.0%)', 'Multi-factor Risk Score: 0.2418 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9672']","{'expected_passengers': 68.0, 'reported_passengers': 68.0, 'passenger_difference': 0.0, 'passenger_pct_difference': 0.0, 'expected_revenue_inr': 869.0, 'reported_revenue_inr': 869.0, 'revenue_difference_inr': 0.0, 'revenue_pct_difference': 0.0, 'anomaly_score': 0.9672, 'risk_score': 0.2418, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10111,,0.0,0.9672,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-DE7D63D80A7A,2026-08-31T04:21:56.080524+00:00,1324,10112,NORMAL,0.2397,Nominal Operating Status — Route 1324,Trip 10112 operates within nominal baseline parameters (risk score 0.24).,"['Expected Revenue: ₹813.00 | Reported Revenue: ₹813.00 (Deficit: ₹0.00, 0.0%)', 'Expected Passengers: 64 | Reported Passengers: 64 (Difference: 0, 0.0%)', 'Multi-factor Risk Score: 0.2397 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9586']","{'expected_passengers': 64.0, 'reported_passengers': 64.0, 'passenger_difference': 0.0, 'passenger_pct_difference': 0.0, 'expected_revenue_inr': 813.0, 'reported_revenue_inr': 813.0, 'revenue_difference_inr': 0.0, 'revenue_pct_difference': 0.0, 'anomaly_score': 0.9586, 'risk_score': 0.2397, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10112,,0.0,0.9586,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-452D3B522397,2026-08-31T04:21:56.080588+00:00,1324,10113,NORMAL,0.2642,Nominal Operating Status — Route 1324,Trip 10113 operates within nominal baseline parameters (risk score 0.26).,"['Expected Revenue: ₹754.91 | Reported Revenue: ₹712.00 (Deficit: ₹42.91, 5.7%)', 'Expected Passengers: 64 | Reported Passengers: 60 (Difference: 4, 5.6%)', 'Multi-factor Risk Score: 0.2642 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9520']","{'expected_passengers': 63.6, 'reported_passengers': 60.0, 'passenger_difference': 3.6, 'passenger_pct_difference': 5.61, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 712.0, 'revenue_difference_inr': 42.91, 'revenue_pct_difference': 5.68, 'anomaly_score': 0.952, 'risk_score': 0.2642, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10113,,42.91,0.952,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-FD04AF1F69B5,2026-08-31T04:21:56.080650+00:00,1324,10114,NORMAL,0.2595,Nominal Operating Status — Route 1324,Trip 10114 operates within nominal baseline parameters (risk score 0.26).,"['Expected Revenue: ₹754.91 | Reported Revenue: ₹732.00 (Deficit: ₹22.91, 3.0%)', 'Expected Passengers: 61 | Reported Passengers: 59 (Difference: 2, 3.1%)', 'Multi-factor Risk Score: 0.2595 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9529']","{'expected_passengers': 60.9, 'reported_passengers': 59.0, 'passenger_difference': 1.9, 'passenger_pct_difference': 3.13, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 732.0, 'revenue_difference_inr': 22.91, 'revenue_pct_difference': 3.03, 'anomaly_score': 0.9529, 'risk_score': 0.2595, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10114,,22.91,0.9529,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-7AA8DC39774F,2026-08-31T04:21:56.080709+00:00,1324,10115,NORMAL,0.246,Nominal Operating Status — Route 1324,Trip 10115 operates within nominal baseline parameters (risk score 0.25).,"['Expected Revenue: ₹809.00 | Reported Revenue: ₹809.00 (Deficit: ₹0.00, 0.0%)', 'Expected Passengers: 61 | Reported Passengers: 61 (Difference: 0, 0.0%)', 'Multi-factor Risk Score: 0.2460 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9615']","{'expected_passengers': 61.0, 'reported_passengers': 61.0, 'passenger_difference': 0.0, 'passenger_pct_difference': 0.0, 'expected_revenue_inr': 809.0, 'reported_revenue_inr': 809.0, 'revenue_difference_inr': 0.0, 'revenue_pct_difference': 0.0, 'anomaly_score': 0.9615, 'risk_score': 0.246, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10115,,0.0,0.9615,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-CBA7649A2F53,2026-08-31T04:21:56.080777+00:00,1324,10116,NORMAL,0.2427,Nominal Operating Status — Route 1324,Trip 10116 operates within nominal baseline parameters (risk score 0.24).,"['Expected Revenue: ₹890.00 | Reported Revenue: ₹890.00 (Deficit: ₹0.00, 0.0%)', 'Expected Passengers: 66 | Reported Passengers: 66 (Difference: 0, 0.0%)', 'Multi-factor Risk Score: 0.2427 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9708']","{'expected_passengers': 66.0, 'reported_passengers': 66.0, 'passenger_difference': 0.0, 'passenger_pct_difference': 0.0, 'expected_revenue_inr': 890.0, 'reported_revenue_inr': 890.0, 'revenue_difference_inr': 0.0, 'revenue_pct_difference': 0.0, 'anomaly_score': 0.9708, 'risk_score': 0.2427, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10116,,0.0,0.9708,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-3809CBE0E742,2026-08-31T04:21:56.080849+00:00,1324,10117,NORMAL,0.2553,Nominal Operating Status — Route 1324,Trip 10117 operates within nominal baseline parameters (risk score 0.26).,"['Expected Revenue: ₹754.91 | Reported Revenue: ₹720.00 (Deficit: ₹34.91, 4.6%)', 'Expected Passengers: 70 | Reported Passengers: 67 (Difference: 3, 4.2%)', 'Multi-factor Risk Score: 0.2553 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9645']","{'expected_passengers': 69.9, 'reported_passengers': 67.0, 'passenger_difference': 2.9, 'passenger_pct_difference': 4.15, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 720.0, 'revenue_difference_inr': 34.91, 'revenue_pct_difference': 4.62, 'anomaly_score': 0.9645, 'risk_score': 0.2553, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10117,,34.91,0.9645,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-A777B96B1FB6,2026-08-31T04:21:56.080912+00:00,1324,10118,NORMAL,0.2395,Nominal Operating Status — Route 1324,Trip 10118 operates within nominal baseline parameters (risk score 0.24).,"['Expected Revenue: ₹804.00 | Reported Revenue: ₹804.00 (Deficit: ₹0.00, 0.0%)', 'Expected Passengers: 63 | Reported Passengers: 63 (Difference: 0, 0.0%)', 'Multi-factor Risk Score: 0.2395 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9581']","{'expected_passengers': 63.0, 'reported_passengers': 63.0, 'passenger_difference': 0.0, 'passenger_pct_difference': 0.0, 'expected_revenue_inr': 804.0, 'reported_revenue_inr': 804.0, 'revenue_difference_inr': 0.0, 'revenue_pct_difference': 0.0, 'anomaly_score': 0.9581, 'risk_score': 0.2395, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10118,,0.0,0.9581,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-40EBB774685E,2026-08-31T04:21:56.080977+00:00,1324,10119,NORMAL,0.2535,Nominal Operating Status — Route 1324,Trip 10119 operates within nominal baseline parameters (risk score 0.25).,"['Expected Revenue: ₹800.00 | Reported Revenue: ₹800.00 (Deficit: ₹0.00, 0.0%)', 'Expected Passengers: 59 | Reported Passengers: 59 (Difference: 0, 0.0%)', 'Multi-factor Risk Score: 0.2535 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9660']","{'expected_passengers': 59.0, 'reported_passengers': 59.0, 'passenger_difference': 0.0, 'passenger_pct_difference': 0.0, 'expected_revenue_inr': 800.0, 'reported_revenue_inr': 800.0, 'revenue_difference_inr': 0.0, 'revenue_pct_difference': 0.0, 'anomaly_score': 0.966, 'risk_score': 0.2535, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10119,,0.0,0.966,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-ED3E8DCA37F0,2026-08-31T04:21:56.081042+00:00,999,1012,MONITOR,0.3325,Revenue Deficit Alert — Route 999,Trip 1012 on Route 999 reported a revenue deficit of ₹181.01 (-27.9%) relative to expected diurnal baseline.,"['Expected Revenue: ₹648.01 | Reported Revenue: ₹467.00 (Deficit: ₹181.01, 27.9%)', 'Expected Passengers: 68 | Reported Passengers: 53 (Difference: 15, 22.1%)', 'Multi-factor Risk Score: 0.3325 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9835']","{'expected_passengers': 68.0, 'reported_passengers': 53.0, 'passenger_difference': 15.0, 'passenger_pct_difference': 22.11, 'expected_revenue_inr': 648.01, 'reported_revenue_inr': 467.0, 'revenue_difference_inr': 181.01, 'revenue_pct_difference': 27.93, 'anomaly_score': 0.9835, 'risk_score': 0.3325, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",999,1012,,181.01,0.9835,Include Route 999 Trip 1012 in automated telemetry monitoring queue for subsequent schedules.,REVENUE_DISCREPANCY,OPEN,1.0.0
ALT-E74BE24419A4,2026-08-31T04:21:56.081104+00:00,1324,10120,NORMAL,0.2439,Nominal Operating Status — Route 1324,Trip 10120 operates within nominal baseline parameters (risk score 0.24).,"['Expected Revenue: ₹912.00 | Reported Revenue: ₹912.00 (Deficit: ₹0.00, 0.0%)', 'Expected Passengers: 72 | Reported Passengers: 72 (Difference: 0, 0.0%)', 'Multi-factor Risk Score: 0.2439 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9755']","{'expected_passengers': 72.0, 'reported_passengers': 72.0, 'passenger_difference': 0.0, 'passenger_pct_difference': 0.0, 'expected_revenue_inr': 912.0, 'reported_revenue_inr': 912.0, 'revenue_difference_inr': 0.0, 'revenue_pct_difference': 0.0, 'anomaly_score': 0.9755, 'risk_score': 0.2439, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10120,,0.0,0.9755,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-31EDF213F9DA,2026-08-31T04:21:56.081170+00:00,1324,10121,SUSPICIOUS,0.6242,Localized Segment Discrepancy Alert — Route 1324,Graph analysis localized a concentrated revenue and passenger deficit along 22645_PF3 -> 22555 (Seq 1-11) with 77.5% spatial confidence (estimated impact: ₹396.91).,"['Expected Revenue: ₹754.91 | Reported Revenue: ₹358.00 (Deficit: ₹396.91, 52.6%)', 'Expected Passengers: 64 | Reported Passengers: 31 (Difference: 33, 51.6%)', 'Multi-factor Risk Score: 0.6242 (SUSPICIOUS)', 'Statistical Isolation Anomaly Score: 0.9822', 'Graph Discrepancy Localized Subpath: 22645_PF3 -> 22555 (Seq 1-11) (Confidence: 0.77)']","{'expected_passengers': 64.0, 'reported_passengers': 31.0, 'passenger_difference': 33.0, 'passenger_pct_difference': 51.56, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 358.0, 'revenue_difference_inr': 396.91, 'revenue_pct_difference': 52.58, 'anomaly_score': 0.9822, 'risk_score': 0.6242, 'localization_confidence': 0.7748, 'localized_subpath': '22645_PF3 -> 22555 (Seq 1-11)', 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10121,22645_PF3 -> 22555 (Seq 1-11),396.91,0.9822,Audit trip ticketing logs and conductor waypoint reconciliations for Trip 10121 on Route 1324.,SEGMENT_ANOMALY,OPEN,1.0.0
ALT-568F7E0E5479,2026-08-31T04:21:56.081231+00:00,1324,10122,NORMAL,0.2406,Nominal Operating Status — Route 1324,Trip 10122 operates within nominal baseline parameters (risk score 0.24).,"['Expected Revenue: ₹814.00 | Reported Revenue: ₹814.00 (Deficit: ₹0.00, 0.0%)', 'Expected Passengers: 67 | Reported Passengers: 67 (Difference: 0, 0.0%)', 'Multi-factor Risk Score: 0.2406 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9625']","{'expected_passengers': 67.0, 'reported_passengers': 67.0, 'passenger_difference': 0.0, 'passenger_pct_difference': 0.0, 'expected_revenue_inr': 814.0, 'reported_revenue_inr': 814.0, 'revenue_difference_inr': 0.0, 'revenue_pct_difference': 0.0, 'anomaly_score': 0.9625, 'risk_score': 0.2406, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10122,,0.0,0.9625,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-D7EDAF9E2C34,2026-08-31T04:21:56.081289+00:00,1324,10123,NORMAL,0.2451,Nominal Operating Status — Route 1324,Trip 10123 operates within nominal baseline parameters (risk score 0.25).,"['Expected Revenue: ₹795.00 | Reported Revenue: ₹795.00 (Deficit: ₹0.00, 0.0%)', 'Expected Passengers: 61 | Reported Passengers: 61 (Difference: 0, 0.0%)', 'Multi-factor Risk Score: 0.2451 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9580']","{'expected_passengers': 61.0, 'reported_passengers': 61.0, 'passenger_difference': 0.0, 'passenger_pct_difference': 0.0, 'expected_revenue_inr': 795.0, 'reported_revenue_inr': 795.0, 'revenue_difference_inr': 0.0, 'revenue_pct_difference': 0.0, 'anomaly_score': 0.958, 'risk_score': 0.2451, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10123,,0.0,0.958,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-FCA9720D1606,2026-08-31T04:21:56.081349+00:00,1324,10124,NORMAL,0.2438,Nominal Operating Status — Route 1324,Trip 10124 operates within nominal baseline parameters (risk score 0.24).,"['Expected Revenue: ₹754.91 | Reported Revenue: ₹747.00 (Deficit: ₹7.91, 1.0%)', 'Expected Passengers: 63 | Reported Passengers: 62 (Difference: 1, 1.0%)', 'Multi-factor Risk Score: 0.2438 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9528']","{'expected_passengers': 62.7, 'reported_passengers': 62.0, 'passenger_difference': 0.7, 'passenger_pct_difference': 1.05, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 747.0, 'revenue_difference_inr': 7.91, 'revenue_pct_difference': 1.05, 'anomaly_score': 0.9528, 'risk_score': 0.2438, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10124,,7.91,0.9528,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-0BF53654073B,2026-08-31T04:21:56.081409+00:00,1324,10125,MONITOR,0.3518,Operational Review Alert — Route 1324,Trip 10125 on Route 1324 triggered operational monitoring with composite risk score 0.35.,"['Expected Revenue: ₹1720.83 | Reported Revenue: ₹1439.00 (Deficit: ₹281.83, 16.4%)', 'Expected Passengers: 134 | Reported Passengers: 111 (Difference: 23, 17.4%)', 'Multi-factor Risk Score: 0.3518 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9795']","{'expected_passengers': 134.4, 'reported_passengers': 111.0, 'passenger_difference': 23.4, 'passenger_pct_difference': 17.43, 'expected_revenue_inr': 1720.83, 'reported_revenue_inr': 1439.0, 'revenue_difference_inr': 281.83, 'revenue_pct_difference': 16.38, 'anomaly_score': 0.9795, 'risk_score': 0.3518, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10125,,281.83,0.9795,Include Route 1324 Trip 10125 in automated telemetry monitoring queue for subsequent schedules.,COMPOSITE_ANOMALY,OPEN,1.0.0
